0.08255127,0.05503418,0.05503418,0.08255127,0.05503418,0.05503418,0.0,0.16510254,0.02751709,0.02751709,0.0,0.05503418,0.11006836,0.11006836,0.05503418,0.16510254,-0.10068358
0.04478597,0.08957194,0.1567509,0.02239299,0.08957194,0.0,0.04478597,0.0,0.1567509,0.04478597,0.1567509,0.02239299,0.0,0.02239299,0.02239299,0.02239299,0.1042806
0.02222742,0.06668226,0.15559195,0.0,0.11113711,0.0,0.0,0.04445484,0.08890969,0.08890969,0.20004679,0.02222742,0.02222742,0.0,0.04445484,0.02222742,0.11090314
0.04878299,0.0243915,0.04878299,0.07317449,0.04878299,0.0243915,0.04878299,0.07317449,0.0243915,0.09756599,0.09756599,0.07317449,0.04878299,0.04878299,0.09756599,0.09756599,0.02434015
0.13287333,0.04429111,0.11072777,0.02214555,0.04429111,0.0,0.0,0.02214555,0.11072777,0.04429111,0.19930999,0.04429111,0.0,0.0,0.08858222,0.02214555,0.11417782
0.13042284,0.07825371,0.13042284,0.07825371,0.15650741,0.02608457,0.0,0.02608457,0.02608457,0.07825371,0.02608457,0.05216914,0.13042284,0.02608457,0.02608457,0.05216914,-0.04338276
0.09917528,0.07438146,0.09917528,0.09917528,0.07438146,0.0,0.0,0.04958764,0.1239691,0.02479382,0.07438146,0.04958764,0.07438146,0.02479382,0.07438146,0.04958764,0.00824721
0.0,0.07317449,0.09756599,0.0,0.09756599,0.24391496,0.07317449,0.04878299,0.07317449,0.09756599,0.07317449,0.0243915,0.0,0.04878299,0.0243915,0.0,0.02434015
0.05380302,0.08070454,0.05380302,0.0,0.08070454,0.13450756,0.0,0.18831059,0.05380302,0.05380302,0.02690151,0.02690151,0.0,0.16140907,0.05380302,0.10760605,-0.07606049
0.07087437,0.02362479,0.09449915,0.02362479,0.02362479,0.04724958,0.0,0.07087437,0.09449915,0.04724958,0.16537352,0.04724958,0.04724958,0.02362479,0.07087437,0.09449915,0.05500845
